Stockcode,Descripiton,Cat,Sub Cat,SBU,,,,,,,,,,,,,,,,,,,,,
1461540020,Contact Agar Plate Count-RT 238E-20P          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1465670012,TSB w. Tween (conc.) -12P          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1467850080,IsoBag TSA+LT Settle+ 1 PC          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CNHALV210,STERISECURE FOR LARGE VIALS           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MSP010063,"PETRI PAD PETRI DISH, EO STERILIZED         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPLIQU02,LIQUID PUMP WITH CONNECTOR FOR MFX+ PUMP        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXP0RIN01,SERVICING KIT OF MFX HEAD KIT         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MILSNC0VE,MILLISNAP HOUSING             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MILSNP0WE,MILLISNAP POWER BOARD            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPFT1VHP,MFX+ VHP PUMP FOOT           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYSADSL01,ST SYMBIO TRAY SUPP ISL 2 SART        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MNTPMSTD01,MAS-100 NT WS PM w/o service plan        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
ASFTEST11,Air Sampler functionality testing           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBLFH01ZA,STERITEST SYMBIO LFH 2 MED ZA         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPLIQU01K,KALREZ SERVICING KIT OF LIQUID PUMP KIT        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPGSKVHP,Foam gasket for MFX+ VHP SST         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MMQTV0KT1,MFX Oasis Quantum kit (HAGW 100mL)         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASVFBRNG,Blue ring MAS-100 VF           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASCGQKCL,Norgren Quikclamp and wall bracket          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
GM02710000200,"CABLE, FLEX, INCUBATOR            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MVP78130,Digital PCB Sub-Assembly            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1173150001,RapidMicroBio Perforated Lid 1 PC          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
XX6320003,INCUBATOR CARRYING BAG            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXQWIRSCR,OLED Screen wire            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBLFH01UK,STERITEST SYMBIO LFH 2 MED UK         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
900000271037,MAS-100 Eco OS calib w/o service plan        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBLFH01RU,STERITEST SYMBIO LFH 2 MED RU         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MATHKSA,NEP Control HKSA            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXQUA4VP2,Quantum/Oasis Validation Protocol A4           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MATMVAL11,MAS-100 Atmos®  on-site IQ/OQ service           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000074185,Calibration tool for MXRDP2DT00           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASMHHFIT,Hose fitting for MAS-100 Iso MH         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASNTPCB2,Connector PCB 2 plug for MAS-100 NT        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MVP78035,Mounting Screw (Top Frame and Power PCB)        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1041400001BWT,SINGLEPATH SALMONELLA RAPID TEST FOR THE         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1090820001,ADAPTER FOR GLASS PETRI DISH FOR MAS AIR       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1091910005,MAS-100 NT 1 PC           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1453170001,"Sensor, RCS 1 PC           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1461450020,GSP-A. (Pseudomon./Aeromon.) 191E-20P            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1463320001,Vegetable Peptone Broth 404 10L B-1P         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1464310100,"ReadyPlate TSA ISO, FDA-BAM, EP+USP          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MXQUA4VP1,Milliflex Quantum Validation Protocol A4          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TQ0TLRING,TOOLS TO REPLACE THE PYDANE RINGS         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MILSNSECU,MILLISNAP SECURE DETECTOR            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZFDRAW01,EZ-FLUO DRAWER FOR READER           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZFITFRIT3,EZFIT MANIFOLD REMOVABLE POROUS FILTER S         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
900000271043,RCS HFT OS verif w/o service plan        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000021475,Milliflex Oasis® HAWG/250mL + Quantum re         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MMCUSTKIT,Milliflex Oasis pump stickers/rings           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
GM00100000831,"PUMP, DILUTER, VP9101            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
RGQ9019341,"LED, YELLOW (585), RGQ           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
BSC0NSUL21,Milliflex IQ/OQ Remote Consulting           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1016295000,"TERRIFIC BROTH FOR MICROBIOLOGY (47,6 G         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1041460001BWT,DUOPATH CEREUS ENTEROTOXINS RAPID TEST F         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1172740001,MAS-100 NT with filter 1 PC         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXQSPGDRW,Track springs             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
KMEFHAW10B,"EZFIT Mani w/ 4 bx EZFIT, 100ml, blk       ",BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBABB01,Steritest complete ampoule breaker base          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPPA4RP1,MFX+ Essential Requalification Protocol           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1136810001,"Anaerobic jar 2,5 l-volume f 1 UNIT        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1301047777,RINSE SOLUTION 1 UNIT           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1463950006,Buff. Phys. NaCl Sol. 200ml 570200D-6P         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1467190100,Rambach Agar 100P            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MSLM25001,MILLSNAP FLAT WHITE ADAPTER FOR MILLIFLE         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TZHALA205,Steritest® NEO LIQUIDS AMP BAGS MCE DP        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPPVALVE,Drying valve Milliflex Plus Pump Head         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MZAAWG251,EZ PAK AAWG W MICROFIL 250         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXRPCCCAB,MFX RAPID CCD CABLE           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXRPHVCAB2,MFX RAPID HV CABLE FOR C8948-02         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXP0RIVHP,MFX+ VHP BODY O-RING           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CKHABG101,"EZ-Curve w/ 4 bx Microfil 100, 0,45µ bla       ",BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBHFK6A,STERITEST SYMB HUB FUSES 6.3A          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RDYSTRM90,ReadyStream® Sanitization Kit            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
GM04620101104,"RAMP, TIP             ",BioM,,,,,,,,,,,,,,,,,,,,,,,
PPX79167,"PCBA, PIPETMAX 268 XY PROG          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
RGQ9019875,"COVER, MAIN, SILVER, RGQ           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
RGQ9019880,"LID WITH LED, SILVER, RGQ          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1000250500,Half FRASER broth (base) ant 500 G        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1171180001,"MAS-100 Iso MH® control unit, 2 heads        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1453720001,Magnet RCS 1 PC           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1454180001,"O-Ring, 108x4 1 PC           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1455080001,Coupling Nut with Screw 1 PC         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1463660010,Sabouraud Dextrose B. (SDB) 509100-10P          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
PD1504700,PLASTIC PETRISLIDES 100/PK            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPMAGN01,ELECTROMAGNET FOR MFX+ PUMP           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TQ0CLSENS,CLOSING SYSTEMS SENSORS            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZFITBASE1,"EZFIT MANIFOLD BASE,1 PLACE STAINLESS          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MPIPMSTD03,Mfx VHP 3 heads WS Preventative Maint        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPFHCVHP,MFX+ VHP FLUIDIC CONNECTORS KIT          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
C0MAIRSIL,COMPRESSED AIR SILENCER            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MAVFIQOQEP,MAS-100 VF IQ OQ e-Protocol          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASEXCASE,New portable case for MAS-100 NT Ex        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MMTUGUIDE,Milliflex Oasis guides for cable/tubing          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MVP78058,"Gasket (O-Ring), Photodetector            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1008730100,CHROMOCULT ENTEROBACTER 100 G           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1172750001,MAS-100 NT EX with filter 1 PC        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1323560002,MC-Media Pad Coliform Conven 1 PC         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1456530001,Electronic Board 4.79 1 PC          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1467870020,TSA w. LTHThio sedi.-ICR+ 20P          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
XX6320001,NI/CD BATTERY             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MIACFD201,MICROFIL FUNNEL DISPENSER 250 ML          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
ESVALID12,PQ Consulting EZ-Fluo            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SB1BTMPLT,BOTTOM PLATE FOR SYMBIO ISL          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBLFH01IN,STERITEST SYMBIO LFH 2 MED IN         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBFLE03,STERITEST SYMBIO FLEX PUMP 3 M         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
ASPMATM01,MAS-100 Atmos®  WS Essential service pla         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000021161,Rental ReadyStream®             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000075041,Milliflex Oasis pump + RU user guide        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASEC0F0I,Front foil for MAS-100 Eco          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASVFCASE,Portable case for MAS-100 VF          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
ESHDRSENS,ESH Door Sensor            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TQNXA4RP2,Equinox Advanced RequalificationProtocol            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MMPWRSPIN,Milliflex Oasis power supply - India         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
GM00100000382,"PC, MOTHERBOARD             ",BioM,,,,,,,,,,,,,,,,,,,,,,,
PPX79164,PIPETMAX 268 X-AXIS LEADSCREW KIT          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
940000012186,Milliflex VHP pump power supply - SZ        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1000255000,Half FRASER broth (base) ant 5 KG        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1072139025,"PEPTONE FROM CASEIN PANCREATIC DIGESTED,          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1401875000,EcoCult™ Lactose Broth 5 KG          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1463520010,ReadyTube 100 Yeast Extract ISO 6222         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1463790006,Tryptic Soy B. acc. EP+USP 5021000-6P         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1665100020,#NAME?,BioM,,,,,,,,,,,,,,,,,,,,,,,
AP10045S1,"Pad Dispenser+45mm Pads,200/pk            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPPLUVHP,MILLIFLEX PLUS PUMP VHP COMPATIBLE          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TQISLLWPL,ISL LOWER PLATE            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MP2PMSTD11,Mfx+ 2 Head OS Prev Maint w/o contract       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBSBH01,ST SYMBIO SLIM BOTTLE HOLDER          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZHEADMM1,EZ Fit manifold head f Mfx Oasis funnel       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
PPX79129,RISER OFF BED TIP DISPOSAL ASSEMBLY         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1005255000,TRYPTIC SOY BROTH NON ANIMAL ORIGIN FOR        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1442020001,"Power Supply, 120 V (US) 1 PC        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1466980006,NaCl Peptone Buffer +1%Tw80 -6P          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1468040020,Veg. Pept.Agar w. LTHThio sedi.-ICR+          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MIAC03P01,3P MICROFIL MANIFOLD & SUPPORT          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TQ0RLLER3,KIT OF 3 ROLLERS AND 2 GUIDE ROLLERS       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MSSK10025,MHPC Swab Test Kit 25/pk          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXRPHUB1,HUPCAP SPRAYER MILL RAPID           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SBHSGRTR,ROTOR HOUSING FOR SYMBIO           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MNTDACAB1,CALIBRATION CABLE DA-100 NT/MAS-100 NT          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MMSMCSD48,Milliflex Oasis SDA media plates          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASCGPRVA,Pressure relief valve grey           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MMHAWG124,"Mfx Oasis Funnel, MCE white 0.45µm 100mL        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
EFHAB100BC,"EZ FIT FUNNEL 100ML BLACK MEMBR 0,45µM        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1000510010,CAYE BROTH SUPPLEMENT FOR MICROBIOLOGY          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1323600001,MC-Media Pad Yeasts & Molds 1 PC        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1464060010,Fl. Thioglyc. Med acc EP+USP 510100D-10P         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1464230006,ReadyTube™ 200 VRBL Agar ISO 4832         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1465260001,Bottle Rack 15 x 100ml 70220-1P         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
34771-100,GDS PD Buffer            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
JMX125414,Bolsa esteril C/Thio de 300 ml 100/Pq        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXHAWG124,"MILLIFLEX FUNNEL 0.45UM, 100ML, WHITE          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MVHVWPS24,MICROFIL S HV .45um DURAPORE WHITE Membr        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MB000000F,FECAL COLI DEHYDRATED MEDIA 100GM          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
BSMEDEV01,Bioburden Method Development Std           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EFHAW250I,"EZ-FIT FUNNEL 250ML WHITE MEMBR 0,45µM         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
EFAAB10BS,"EZ-Fit 0,8µm ,MCE bla,100 ml, no pad,bul        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MAISIQOQEP,MAS-100 Iso NT IQ OQ e-Protocol         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000074021,Empty Demo Case for MFX Rapid sprayer        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
GM10046063,"CABLE, MAGNETIC LOCK SENSOR           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1016210500,STANDARD COUNT AGAR FOR MICROBIOLOGY ( 2        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1038580500,EMB (Eosin-Methylen blue) ag 500 G         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1091270001,TRIPOD ADAPTER SCREW FOR MAS-100 ECO         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1451040001,Silicon O-Ring 2-044 1 PC          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1454920001,"Case Kit, ErgoTouch 1 PC          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1460010120,Tryptic Soy Agar - ICR 30ml 03075E-120P        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1463710006,Buff NaCl-Pept.Sol.+0.1%Tw80 518090-W-6P            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1467680150,ReadyPlate™55 KIT CN Agar ISO 16266         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1468120006,Luria Agar 200ml -6P           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MILSNPUSH,PUSH PLATE MILLISNAP            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TQITPMKIT,SERVICE KIT FOR STERITEST EQUINOX ISOFIT         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
940000010664,MAS-100 Atmos Flow grid support          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
940000010670,MAS-100 Atmos regulating valve cable          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
940000012177,Milliflex Rapid power supply - JP         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1452720001,"Hexagon Stud Screw, M5x5 1 PC         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1464570006,Tryptic Soy Agar EP+USP 501200-6P          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TQSEALKIT,SEALS KIT             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZFKIT001UK,EZ-Fluo System Kit (UK)           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZCC0NP0W,CONNECTOR FOR POWER SECTOR MODEL          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBDTH01,ST SYMBIO DRAIN TRAY LFH 2         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBLFH01CN,STERITEST SYMBIO LFH 2 MED CN         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
ETP2CAKIT,Ergo T. Pro 2 Cable kit         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
DLCN0ZC0V,DiluCult 2 Nozzle cover           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1058780500,MKTTn broth (base) 500 G          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1081910500,Fluid Thioglycolla. medium 500 G          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1193630001,Perf lid al edge 300 x 0.6mm 1 PC      ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1453590001,Mounting Stud M3x4 1 PC          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
PD2004700,PETRI DISH 47MM ASEPTIC           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MIHABG100,"MICROFIL 100 ML HABG + S-PAK, Q150        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
ETP2DISPL,Ergo T. Pro 2 Display          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TQLFVAL11,Equinox LFH on-site IQ/OQ service          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
ASPMMEX106,MAS-100 NT Ex OS Advanced Service Plan        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000074294,"EZ Fit blue, AA black 250mL, bulk        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MASEC0DIS,Main PCB for MAS-100 Eco incl. Display        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASIS0VAL,GeMü - valve for MAS-100 Iso NT (AU43)       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1052620500,SLANETZ and BARTLEY agar 500 G         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1173480001,Adapter Gas Exhaust Tube for 1 PC        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1454170001,"O-Ring, 115x2 1 PC           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1460030020,SDA w. Cm acc. EP - LI 03350E-20P       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1462890100,DEV Nutrient Agar 3872R-100P           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1467510020,ReadyPlate XLD Agar ISO 6579 20PC         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPESPWEL,Sampling Valve 45017 inch Weld End 316 SST       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBFLE01ZA,STERITEST SYMBIO FLEX 2 M ZA         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000021143,ReadyStream®  WS additional  visit           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASVFNHD,Fan holder for MAS-100 VF          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MCGEXCASE,New portable case for MAS-100 CG Ex        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MVP78050,LCD Rear Spacer            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1004165000,R2A AGAR FOR MICROBIOLOGY (15.2 G FOR 1       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1054599025,TRYPTIC SOY BROTH CASEIN-PEPTONE SOYAMEA          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1076660500,RVS BOUILLON (USP) 500 G          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1454960001,Threaded Pin M2x3 with Flat Point         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MVGSWG124,MICROFIL V GSWG Q24           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
XX1102012,20ml plastic syringe            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPSEAVHP,MFX+ VHP SILICONE FLAT SEAL          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBISL01DK,STERITEST SYMBIO ISL 2 MED DK         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MCGEXBATP,NiMH-Battery-Pack for MAS-100 CG Ex          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MM2PMSTD11,Mfx Oasis 2 Heads PM at customer site       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASMH0R06,MAS Iso MH outlet valve unit 2x29 O-ring       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MASMH0R08,MAS Iso MH Gemü valve 1.5x21 O-ring        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RSMPLPUMP,ReadyStream water pump            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1040700500,GELATIN FOR MICROBIOLOGY 500 G          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1301010021,HY-LITE REFILL PACK 100 PENS FOR SURFACE        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1667870120-CN,#NAME?,BioM,,,,,,,,,,,,,,,,,,,,,,,
STBMTSB12DP,SOYBEAN CASEIN DIGEST BROTH MEDIA FOR ST        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MP3PMSTD11,Mfx+ 3 Head OS Prev Maint w/o contract       ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZSP0WER2,EZ-Stream Pump Power supply           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
PPX79200,"KIT, X-AXIS SHIPPING BRACKET           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
1092080001,BATTERIEPACK LI-ION MAS 1 UNIT          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
1460150120,TSA w. LTHC - LI 30ml 030821E-120P        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXPESPTCL,"Sampling Valve 1""1/2 TC 316 SST         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
TCA000007,SCREW FOR BOTTLE SUPPORT C          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
EZGSWG474,EZ-PAK GSWG DIAMETER 47MM Q600          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MP1PMSTD01,Mfx+ 1 Head Prev Maint w/o contract        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
TZHVSV205,Steritest® NEO LIQUIDS SMALL VIAL PVDF D        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBFSF01,ST SYMBIO FLAT SEAL FLEX          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MILSNCALK,MILLISNAP CALIBRATION KIT            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MACGA4VP1,MAS-100 CG Validation Protocol A4          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
SYMBFLE01RU,STERITEST SYMBIO FLEX 2 M RU         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
PYR0MATKIT,PyroMAT kit             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
MXSMCTS20DB,MILLIFLEX AGAR (TSA) DOUBLE BAGGED          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RDYSTRM30,ReadyStream® Bag Holder            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VHPHEADMM,Milliflex® PLUS VHP head f Oasis® funnel        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
910000020066,"FTM + 0,1% Tween 1L          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
MASCGFLSE,Flowsensor for MAS-100 CG Ex          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
